timestamp,distance_cm,calibrated_distance_cm,flux,temperature_c
22.039,240.02,243.02,1994,29.4
22.049,240.52,243.52,1727,29.4
22.059,241.55,244.55,1870,29.4
22.069,239.73,242.73,1655,29.4
22.079,240.19,243.19,1940,29.4
22.089,239.62,242.62,1589,29.4
22.099,238.85,241.85,1701,29.4
22.109,238.73,241.73,1858,29.4
22.119,238.76,241.76,1754,29.4
22.129,236.16,239.16,1885,29.4
22.139,236.86,239.86,1552,29.4
22.149,237.85,240.85,1992,29.4
22.159,236.74,239.74,1839,29.4
22.169,236.46,239.46,2094,29.4
22.179,236.64,239.64,1809,29.4
22.189,236.3,239.3,1656,29.4
22.199,236.94,239.94,1739,29.4
22.209,235.87,238.87,1826,29.4
22.219,235.11,238.11,1688,29.4
22.229,233.85,236.85,1831,29.4
22.239,234.75,237.75,1665,29.4
22.249,233.32,236.32,1666,29.4
22.259,234.07,237.07,1792,29.4
22.269,233.14,236.14,1865,29.4
22.279,232.37,235.37,2117,29.4
22.289,234.0,237.0,1869,29.4
22.299,231.86,234.86,1563,29.4
22.309,232.12,235.12,1923,29.4
22.319,231.14,234.14,1657,29.4
22.329,231.38,234.38,1731,29.4
22.339,232.25,235.25,1821,29.4
22.349,231.23,234.23,1558,29.4
22.359,231.02,234.02,1866,29.4
22.369,230.5,233.5,1825,29.4
22.379,229.97,232.97,2023,29.4
22.389,229.31,232.31,1986,29.4
22.399,229.25,232.25,1921,29.4
22.409,229.85,232.85,1701,29.4
22.419,228.45,231.45,1885,29.4
22.429,229.58,232.58,1884,29.4
22.439,227.45,230.45,1537,29.4
22.449,228.91,231.91,1912,29.4
22.459,227.99,230.99,1949,29.4
22.469,227.93,230.93,1457,29.4
22.479,227.87,230.87,1671,29.4
22.489,227.73,230.73,1769,29.4
22.499,227.71,230.71,1800,29.4
22.509,227.31,230.31,1757,29.4
22.519,227.69,230.69,1887,29.4
22.529,225.8,228.8,1790,29.4
22.539,225.47,228.47,2029,29.4
22.549,225.93,228.93,1817,29.4
22.559,224.7,227.7,1746,29.4
22.569,226.56,229.56,1815,29.4
22.579,225.1,228.1,1714,29.4
22.589,224.99,227.99,1643,29.4
22.599,226.33,229.33,1697,29.4
22.609,224.55,227.55,1745,29.4
22.619,223.97,226.97,1817,29.4
22.629,224.05,227.05,2048,29.4
22.639,222.96,225.96,1636,29.4
22.649,223.96,226.96,2221,29.4
22.659,223.61,226.61,1649,29.4
22.669,223.96,226.96,1844,29.4
22.679,222.43,225.43,1960,29.4
22.689,221.5,224.5,1814,29.4
22.699,221.89,224.89,1631,29.4
22.709,222.2,225.2,1639,29.4
22.719,223.35,226.35,1609,29.4
22.729,222.38,225.38,2006,29.4
22.739,222.03,225.03,1751,29.4
22.749,221.0,224.0,1671,29.4
22.759,221.43,224.43,1792,29.4
22.769,220.92,223.92,1748,29.4
22.779,221.58,224.58,1899,29.4
22.789,220.36,223.36,1478,29.4
22.799,220.52,223.52,1656,29.4
22.81,220.51,223.51,1921,29.4
22.82,219.54,222.54,1730,29.4
22.83,221.03,224.03,1725,29.4
22.84,221.3,224.3,1999,29.4
22.85,221.92,224.92,2036,29.4
22.86,219.82,222.82,1761,29.4
22.87,218.37,221.37,1775,29.4
22.88,218.38,221.38,1739,29.4
22.89,218.82,221.82,1716,29.4
22.9,219.31,222.31,1844,29.4
22.91,220.3,223.3,1816,29.4
22.92,218.26,221.26,1835,29.4
22.93,219.22,222.22,1933,29.4
22.94,219.53,222.53,1920,29.4
22.95,218.3,221.3,1554,29.4
22.96,218.7,221.7,1766,29.4
22.97,217.5,220.5,1912,29.4
22.98,218.32,221.32,1521,29.4
22.99,218.41,221.41,1675,29.4
23.0,216.73,219.73,1742,29.4
23.01,216.94,219.94,1536,29.4
23.02,216.87,219.87,1566,29.4
23.03,218.11,221.11,1842,29.4
23.04,216.51,219.51,1609,29.4
23.05,217.42,220.42,1659,29.4
23.06,216.27,219.27,2070,29.4
23.07,216.67,219.67,1568,29.4
23.08,216.42,219.42,1749,29.4
23.09,217.05,220.05,1956,29.4
23.1,214.87,217.87,1858,29.4
23.11,215.44,218.44,1857,29.4
23.12,216.0,219.0,1753,29.4
23.13,215.84,218.84,1744,29.4
23.14,214.95,217.95,1657,29.4
23.15,214.45,217.45,1797,29.4
23.16,215.92,218.92,1792,29.4
23.17,214.77,217.77,2090,29.4
23.18,214.9,217.9,1517,29.4
23.19,214.56,217.56,1906,29.4
23.2,215.68,218.68,1734,29.4
23.21,215.3,218.3,1659,29.5
23.22,213.41,216.41,2015,29.5
23.23,214.62,217.62,1742,29.5
23.24,212.74,215.74,1634,29.5
23.25,214.45,217.45,1810,29.5
23.26,214.9,217.9,1698,29.5
23.27,213.84,216.84,1633,29.5
23.28,213.24,216.24,1742,29.5
23.29,213.18,216.18,1853,29.5
23.3,212.98,215.98,1720,29.5
23.31,213.01,216.01,1859,29.5
23.32,213.88,216.88,1972,29.5
23.33,213.39,216.39,1888,29.5
23.34,212.93,215.93,1964,29.5
23.35,212.62,215.62,1768,29.5
23.36,214.38,217.38,1789,29.5
23.37,212.94,215.94,1902,29.5
23.38,211.11,214.11,1670,29.5
23.39,212.46,215.46,2057,29.5
23.4,211.95,214.95,1810,29.5
23.41,212.12,215.12,1578,29.5
23.42,211.87,214.87,1738,29.5
23.43,213.4,216.4,1881,29.5
23.44,210.79,213.79,1662,29.5
23.45,213.5,216.5,1869,29.5
23.46,212.53,215.53,1684,29.5
23.47,211.1,214.1,1702,29.5
23.48,212.28,215.28,1813,29.5
23.49,211.38,214.38,1663,29.5
23.5,212.02,215.02,1960,29.5
23.51,212.09,215.09,1833,29.5
23.52,210.57,213.57,2052,29.5
23.53,211.27,214.27,1867,29.5
23.54,211.61,214.61,1997,29.5
23.55,212.71,215.71,1988,29.5
23.56,211.07,214.07,1634,29.5
23.57,210.89,213.89,1836,29.5
23.58,212.99,215.99,1780,29.5
23.59,211.14,214.14,1801,29.5
23.6,212.96,215.96,1834,29.5
23.61,210.3,213.3,1772,29.5
23.62,211.04,214.04,2112,29.5
23.63,210.65,213.65,1665,29.5
23.64,212.13,215.13,1889,29.5
23.65,211.47,214.47,2002,29.5
23.66,211.51,214.51,1627,29.5
23.67,210.65,213.65,1420,29.5
23.68,210.81,213.81,1636,29.5
23.69,210.68,213.68,1744,29.5
23.7,209.96,212.96,1836,29.5
23.71,211.29,214.29,1816,29.5
23.72,209.57,212.57,1962,29.5
23.73,208.69,211.69,2012,29.5
23.74,210.25,213.25,1810,29.5
23.75,210.24,213.24,1894,29.5
23.76,210.96,213.96,1537,29.5
23.77,210.05,213.05,1622,29.5
23.78,210.14,213.14,1891,29.5
23.79,210.52,213.52,1762,29.5
23.8,209.47,212.47,2014,29.5
23.81,209.31,212.31,1892,29.5
23.82,210.12,213.12,1787,29.5
23.83,210.61,213.61,2120,29.5
23.84,210.3,213.3,1731,29.5
23.85,209.95,212.95,1781,29.5
23.86,210.33,213.33,1996,29.5
23.87,209.73,212.73,1879,29.5
23.88,209.34,212.34,1702,29.5
23.89,210.91,213.91,1895,29.5
23.9,210.78,213.78,1880,29.5
23.91,209.83,212.83,1877,29.5
23.92,208.79,211.79,1973,29.5
23.93,209.92,212.92,1994,29.5
23.94,209.78,212.78,1978,29.5
23.95,211.61,214.61,1754,29.5
23.96,208.53,211.53,2052,29.5
23.97,210.76,213.76,1898,29.5
23.98,209.7,212.7,1861,29.5
23.99,209.52,212.52,1886,29.5
24.0,209.67,212.67,1920,29.5
